,source,author,title,description,url,urlToImage,publishedAt,content
10,"{'id': 'engadget', 'name': 'Engadget'}",Mariella Moon,TikTok is cutting jobs around the world,"Some TikTok employees have already lost their jobs, while others are told to prepare for a meeting with the HR department as part of the video platform's global restructuring efforts, Wired reports. According to the publication, European employees were warned…",https://www.engadget.com/tiktok-layoffs-065758281.html,https://s.yimg.com/os/creatr-images/2020-02/2f6fe710-4ddf-11ea-b3ff-ca9d067be64b,2022-07-19T06:57:58Z,"Some TikTok employees have already lost their jobs, while others are told to prepare for a meeting with the HR department as part of the video platform's global restructuring efforts, Wired reports. … [+1733 chars]"
11,"{'id': 'engadget', 'name': 'Engadget'}",Steve Dent,Porsche Taycans will charge faster and go farther with latest update,"Porsche is releasing a comprehensive dealer-installed update to its sporty Taycan EV that provides a substantial range boost, faster charging, updated infotainment features and more, The Drive reported. The changes are available for free to all Taycans ever m…",https://www.engadget.com/porsche-taycans-will-charge-faster-and-go-farther-with-latest-ota-updates-082654912.html,https://s.yimg.com/os/creatr-uploaded-images/2022-07/da414940-07ff-11ed-bf9f-a76e168ce897,2022-07-20T08:26:54Z,"Porsche is releasing a comprehensive dealer-installed update to its sporty Taycan EV that provides a substantial range boost, faster charging, updated infotainment features and more, The Drive report… [+1948 chars]"
12,"{'id': 'engadget', 'name': 'Engadget'}",Mat Smith,The Morning After: 'Uber Files' leak reveal company's aggressive expansion tactics,"A trove of leaked documents has shed an unfavorable light on the early days of Uber. Dubbed the Uber Files, the leak covers 2013 to 2017 and includes roughly 124,000 internal company documents and 83,000 emails.In 2016, Kalanick reportedly ordered French empl…",https://www.engadget.com/the-morning-after-uber-files-leak-reveal-companys-aggressive-expansion-tactics-111611217.html,https://s.yimg.com/os/creatr-uploaded-images/2021-11/216bed50-4908-11ec-bbe4-af8479dacad7,2022-07-11T11:16:11Z,"A trove of leaked documents has shed an unfavorable light on the early days of Uber. Dubbed the Uber Files, the leak covers 2013 to 2017 and includes roughly 124,000 internal company documents and 83… [+3534 chars]"
13,"{'id': 'wired', 'name': 'Wired'}",Jennifer Conrad,China Is Racing to Electrify Its Future,The country wants electric vehicles to make up 40 percent of new cars sold by 2030—but first it has to figure out how to keep them charged.,https://www.wired.com/story/china-ev-infrastructure-charging/,"https://media.wired.com/photos/62bb3137cf5463e00aca5a32/191:100/w_1280,c_limit/NIO-Battery-Swap-Station-Exterior-Business-DSC0092-2.jpg",2022-06-29T11:00:00Z,"China has gone from having virtually no electric vehicles to having almost half of the worlds stock of passenger electric vehicles, and far more of that in terms of buses, trucks, and two-wheelers, s… [+4402 chars]"
14,"{'id': 'the-verge', 'name': 'The Verge'}",Elizabeth Lopatto,Elon Musk’s Twitter chaos is consuming SpaceX too,"Elon Musk has said he’s spending less than 5 percent of his time on the Twitter acquisition. But with a letter circulating at SpaceX saying his public actions reflect badly on the team’s work, the acquisition is causing trouble everywhere.",https://www.theverge.com/2022/6/24/23181513/elon-musk-twitter-spacex-letter-harassment,https://cdn.vox-cdn.com/thumbor/Z5Yo8O-y1d6jep5xzOHSUdhgtK4=/0x114:1770x1041/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/22158571/starship_11.png,2022-06-24T16:29:05Z,"His messaging does not reflect our work, our mission, or our values
Image: SpaceX
This story is part of a group of stories called 
A limited-run newsletter occasionally revived when there's Too Mu… [+7513 chars]"
15,"{'id': 'the-verge', 'name': 'The Verge'}",Andrew J. Hawkins,VW’s ID Aero concept distinguishes itself by not being an SUV or truck,"VW released a new electric concept, the ID Aero sedan. The vehicle will get 385 miles of range and go on sale in China in late 2023.",https://www.theverge.com/2022/6/27/23184710/vw-id-aero-concept-electric-ev-sedan,https://cdn.vox-cdn.com/thumbor/ymWWCj7BNUYTWnL6Qg8smxrMlGo=/0x429:6048x3595/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/23653851/15638_VolkswagenunveilsthestylishID.AEROconcept.jpg,2022-06-27T14:10:54Z,"Launching in China in the second half of 2023
Volkswagen announced a stylish new electric sedan concept, the ID Aero, which it plans on putting into production in China in 2023. The EVs aerodynamic … [+1959 chars]"
16,"{'id': None, 'name': 'Gizmodo.com'}",Lauren Leffer,"Tesla Gets Its Own, Exclusive Crossing Lane at the Texas-Mexico Border","Apparently Tesla’s very busy. So busy, the electric vehicle maker can’t be bothered with things like international border crossings. It looks like Tesla now has its very own lane at a U.S.-Mexico border. The company-exclusive thoroughfare was first reported o…",https://gizmodo.com/tesla-mexico-elon-musk-1849315982,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/bf83d5f45c2c6c4481209534780575e4.jpg",2022-07-21T21:50:00Z,"Apparently Teslas very busy. So busy, the electric vehicle maker cant be bothered with things like international border crossings. It looks like Tesla now has its very own lane at a U.S.-Mexico borde… [+3536 chars]"
17,"{'id': None, 'name': 'Gizmodo.com'}",Lauren Leffer,Tesla's Profits Decline for the First Time in Over a Year,"Tesla released its 2022 Q2 earnings Wednesday and the results are mixed: Elon Musk’s electric vehicle maker reported $2.3 billion in second-quarter profit, down from a record $3.3 billion in the first quarter of 2022. That’s the company’s first sequential dec…",https://gizmodo.com/tesla-bitcoin-q2-earnings-elon-musk-1849201112,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/c5fc515d4388dd37e3c3442f5b2f13f3.jpg",2022-07-20T22:00:00Z,"Tesla released its 2022 Q2 earnings Wednesday and the results are mixed: Elon Musks electric vehicle maker reported $2.3 billion in second-quarter profit, down from a record $3.3 billion in the first… [+3324 chars]"
18,"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,Twitter Calls BS on Elon Musk Trying to Weasel Out of $44 Billion Deal,"Twitter has responded to Elon Musk’s announcement on Friday that he wants to pull out of a $44 billion deal to buy the social media company. And Twitter is pulling no punches, flatly stating that the billionaire Tesla CEO is bound by the agreement he signed a…",https://gizmodo.com/twitter-elon-musk-bullshit-44-billion-lawsuit-weasel-1849167685,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/908bd070b914ddfd1d4b159c64c45f3d.jpg",2022-07-12T10:00:00Z,"Twitter has responded to Elon Musks announcement on Friday that he wants to pull out of a $44 billion deal to buy the social media company. And Twitter is pulling no punches, flatly stating that the … [+2928 chars]"
19,"{'id': None, 'name': 'Gizmodo.com'}",Jody Serrano,10 Outlandish Elon Musk Tweets Twitter Used as Evidence in Lawsuit Against Him,"Tesla CEO Elon Musk is well aware that his tweets can cost him millions and land him in court. Does that give him pause? Certainly not. Twitter, which is suing the billionaire for attempting the terminate his $44 billion deal to acquire the company, is no dou…",https://gizmodo.com/elon-musk-twitter-tweets-cited-evidence-merger-lawsuit-1849172375,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/c306c82cf24e29ca06a462968c4f391b.png",2022-07-13T10:08:00Z,"Tesla CEO Elon Musk is well aware that his tweets can cost him millions and land him in court. Does that give him pause? Certainly not. Twitter, which is suing the billionaire for attempting the term… [+1454 chars]"
20,"{'id': None, 'name': 'Gizmodo.com'}",Mack DeGeurin,'They Are Not Who We Need:' Meta Reportedly Advising Managers to Axe Poor Performing Employees,"An internal message advised managers to identify and ""move to exit"" employees amid a period of layoffs impacting much of the tech industry.",https://gizmodo.com/meta-facebook-layoffs-zuckerberg-1849168523,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/fbd061bd82abcdb0c2963687a24b5719.jpg",2022-07-12T15:00:00Z,"Lifes about to get a hell of a lot more stressful for Meta employees.
Amid a growingwave of layoffs industry-wide, a senior Meta executive has reportedly advised company managers to identify and, mo… [+2915 chars]"
21,"{'id': None, 'name': 'Gizmodo.com'}",Kyle Barr,GM Wants to Make EV Road Trips Easier With Countrywide Charging Network,"General Motors wants to end any Little Red Riding Hood situations for electric vehicle owners, hoping you’ll not have to stray too far from the well-trodden path when taking your EV long-distance.Read more...",https://gizmodo.com/gm-electric-vehicle-tesla-charging-station-1849178028,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/c03d789d535ca663edbd5d2b0f7b8e38.jpg",2022-07-14T15:35:00Z,"General Motors wants to end any Little Red Riding Hood situations for electric vehicle owners, hoping youll not have to stray too far from the well-trodden path when taking your EV long-distance.
Th… [+3783 chars]"
22,"{'id': 'cnn', 'name': 'CNN'}","Sara Ashley O'Brien, CNN Business",Elon Musk reportedly had twins with a Neuralink executive,"Elon Musk, the Tesla and SpaceX CEO and world's richest man, welcomed twins last year with an executive at one of his other companies, Neuralink, Business Insider reported on Wednesday.",https://www.cnn.com/2022/07/07/tech/elon-musk-twins-shivon-zilis-neuralink/index.html,https://cdn.cnn.com/cnnnext/dam/assets/220706225156-02-elon-musk-file-070622-super-tease.jpg,2022-07-07T04:23:08Z,"(CNN Business)Elon Musk, the Tesla and SpaceX CEO and world's richest man, welcomed twins last year with an executive at one of his other companies, Neuralink, Business Insider reported on Wednesday.… [+3047 chars]"
23,"{'id': 'cnn', 'name': 'CNN'}",Opinion by Charles K. Whitehead for CNN Business Perspectives,Opinion: The SEC alone can't police billionaire CEOs like Elon Musk,"In the startup world, pushing regulatory limits to promote a new business is often seen as ""entrepreneurial"" or ""disruptive."" But breaking securities laws, as Elon Musk has allegedly done, is something different.",https://www.cnn.com/2022/07/06/perspectives/sec-billionaire-ceos-elon-musk/index.html,https://cdn.cnn.com/cnnnext/dam/assets/220706095255-sec-billionaire-ceos-elon-musk-restricted-super-tease.jpg,2022-07-06T14:28:13Z,"Charles K. Whitehead is the Myron C. Taylor Alumni Professor of Business Law at Cornell University and the founding director of the Law, Technology &amp; Entrepreneurship program at Cornell Tech. The… [+4850 chars]"
24,"{'id': 'cnn', 'name': 'CNN'}","Jackie Wattles, CNN Business","SpaceX gets OK to bring Starlink internet to planes, RVs","SpaceX's satellite-based internet business, Starlink, now has approval from the US government to expand its service to planes, ships, automobiles, RVs and other mobile vehicles.",https://www.cnn.com/2022/07/01/tech/spacex-starlink-airlines-internet-scn/index.html,https://cdn.cnn.com/cnnnext/dam/assets/220701141826-starlink-satellites-launch-file-restricted-super-tease.jpg,2022-07-01T18:26:21Z,"New York (CNN Business)SpaceX's satellite-based internet business, Starlink, now has approval from the US government to expand its service to planes, ships, automobiles, RVs and other mobile vehicles… [+2612 chars]"
25,"{'id': 'cnn', 'name': 'CNN'}",Alicia Wallace,Friday's jobs report could be telling as recession worries mount,"Economic uncertainty and recession fears have yet to take the shine off a robust labor market, but investors and Federal Reserve officials will be carefully parsing the details of Friday's jobs report for any sign of softening.",https://www.cnn.com/2022/07/07/economy/june-jobs-report-preview/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/220705222829-job-candidates-file-052122.jpg?c=16x9&q=w_800,c_fill",2022-07-07T15:07:00Z,"MinneapolisCNN Business
  — 
Economic uncertainty and recession fears have yet to take the shine off a robust labor market, but investors and Federal Reserve officials will be carefully parsing the… [+3571 chars]"
26,"{'id': 'cnn', 'name': 'CNN'}","Julia Horowitz, CNN Business",Netflix finally told investors what they want to hear. Now comes the hard part,"It wasn't long ago that Wall Street would have bristled at such grim news out of Netflix: Between April and June, the company lost 970,000 subscribers.",https://www.cnn.com/2022/07/20/investing/premarket-stocks-trading/index.html,https://cdn.cnn.com/cnnnext/dam/assets/220720073624-01-netflix-on-tablet-file-super-tease.jpg,2022-07-20T12:18:47Z,A version of this story first appeared in CNN Business' Before the Bell newsletter. Not a subscriber? You can sign up right here. You can listen to an audio version of the newsletter by clicking the … [+6882 chars]
27,"{'id': 'cnn', 'name': 'CNN'}",Kathryn Vasel,Employers who want workers in the office may be in for a fight,"Whether it's a hybrid model or requiring employees to come in five days a week, experts say employers need to show the value of asking workers to commute into the office again after two years of working from home successfully.",https://www.cnn.com/2022/07/15/success/hybrid-work-employees/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/220712135618-us-workers-office-return-0509-restricted.jpg?c=16x9&q=w_800,c_fill",2022-07-15T14:54:40Z,"Many employers have made it clear that they want their workers to return to the office at least part of the time. 
But some employees, who have spent the last two years working almost entirely remot… [+7393 chars]"
28,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,"New Tesla factories losing billions of dollars, Musk says","Elon Musk said the Covid-19 lockdown in Shanghai was ""very difficult"" for the electric car maker.",https://www.bbc.co.uk/news/business-61905276,https://ichef.bbci.co.uk/news/1024/branded_news/4752/production/_125585281_1f02e731314fa9596caba86bd5f01b03a00b2dc3.jpg,2022-06-23T04:22:10Z,"By Annabelle LiangBusiness reporter
Elon Musk says Tesla's new factories in Germany and the US are ""losing billions of dollars"" due to battery shortages and supply disruptions in China. 
The multi-… [+2532 chars]"
29,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Ars Staff,How many lives have electric cars saved from climate change?,"We calculate that 2 million EVs equates to 20,000 fewer deaths from climate change.",https://arstechnica.com/cars/2022/07/how-many-lives-have-electric-cars-saved-from-climate-change/,https://cdn.arstechnica.net/wp-content/uploads/2022/07/GettyImages-1355168432-760x380.jpg,2022-07-06T17:43:15Z,"Enlarge/ A row of Tesla EVs charging at one of the company's Supercharger fast charging locations.
11 with 8 posters participating
These days Tesla gets a lot of flak, but sometimes it does great t… [+3494 chars]"
30,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Jonathan M. Gitlin,Volkswagen partners with Redwood Materials to recycle EV batteries,Redwood is already recycling more than 6 GWh of lithium-ion batteries a year.,https://arstechnica.com/cars/2022/07/volkswagen-partners-with-redwood-materials-to-recycle-ev-batteries/,https://cdn.arstechnica.net/wp-content/uploads/2022/07/Large-15654-VolkswagenGroupofAmericaandRedwoodMaterialstocreatesupplychainforEVbatteryrecycling-760x380.jpg,2022-07-12T15:25:47Z,"Enlarge/ It will be many years before the battery packs in these ID.4s need recycling, but when that happens VW and Redwood will be ready.
7 with 6 posters participating, including story author
Vol… [+2664 chars]"
31,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Jonathan M. Gitlin,Here’s one way we know that an EV’s battery will last the car’s lifetime,"An electric vehicle's battery must be warrantied for 8 years or 100,000 miles.",https://arstechnica.com/cars/2022/07/heres-one-way-we-know-that-an-evs-battery-will-last-the-cars-lifetime/,https://cdn.arstechnica.net/wp-content/uploads/2022/07/GettyImages-1363808186-760x380.jpg,2022-07-11T17:19:34Z,"Enlarge/ An EV's battery represents as much as 25 percent of the cost of the car, so it's understandable that people are nervous about longevity.
20 with 17 posters participating
It's often said th… [+2914 chars]"
32,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,"Tesla cuts jobs, closes office - Reuters.com","Tesla has shuttered its office in San Mateo, California and laid off roughly 200 employees working on its Autopilot driver-assistant system there, one of the people told Reuters, in a move seen as accelerating cost-cutting. Julian Satterthwaite reports.",https://www.reuters.com/video/watch/idOV833029062022RP1,https://static.reuters.com/resources/r/?d=20220629&i=OV833029062022RP1&r=OV833029062022RP1&t=2,2022-06-29T13:49:02Z,"Posted 
Tesla has shuttered its office in San Mateo, California and laid off roughly 200 employees working on its Autopilot driver-assistant system there, one of the people told Reuters, in a move s… [+62 chars]"
33,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Tesla hit by racial abuse lawsuit - Reuters,"Fifteen Black former or current employees at Tesla filed a lawsuit against the electric car maker on Thursday, alleging they were subjected to racial abuse and harassment at its factories. Francis Maguire reports.",https://www.reuters.com/video/watch/idOV884201072022RP1,https://static.reuters.com/resources/r/?d=20220701&i=OV884201072022RP1&r=OV884201072022RP1&t=2,2022-07-01T10:50:55Z,"Posted 
Fifteen Black former or current employees at Tesla filed a lawsuit against the electric car maker on Thursday, alleging they were subjected to racial abuse and harassment at its factories. F… [+22 chars]"
34,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Tesla hit by racial abuse lawsuit - Reuters,"07/01 Fifteen Black former or current employees at Tesla filed a lawsuit against the electric car maker on Thursday, alleging they were subjected to racial abuse and harassment at its factories.",https://www.reuters.com/video/watch/idsKVE?now=true,https://ajo.prod.reuters.tv/api/v2/img/62beced4e4b09631b0e4a243-1656671955561?location=LANDSCAPE,2022-07-01T10:55:16Z,"Posted 
07/01 Fifteen Black former or current employees at Tesla filed a lawsuit against the electric car maker on Thursday, alleging they were subjected to racial abuse and harassment at its factor… [+3 chars]"
35,"{'id': 'reuters', 'name': 'Reuters'}",,Tesla hit by new lawsuit alleging racial abuse against Black workers - Reuters,Tesla hit by new lawsuit alleging racial abuse against Black workers  Reuters,https://www.reuters.com/business/autos-transportation/tesla-hit-by-new-lawsuit-alleging-racial-abuse-against-black-workers-2022-07-01/,https://www.reuters.com/resizer/qh1dv7OfgPBBnN1sNOPPajPgWQE=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/DRHMOZQUXZIXHOYL3IKE6GUYZE.jpg,2022-07-01T02:45:00Z,"SAN FRANCISCO, June 30 (Reuters) - (Editors note: Paragraph 3 contains offensive racial language)
Fifteen Black former or current employees at Tesla (TSLA.O) filed a lawsuit against the electric car… [+1993 chars]"
36,"{'id': 'reuters', 'name': 'Reuters'}",,Musk's Tesla stock sale windfall dwarfs Twitter loss - Reuters.com,"Elon Musk's attempt to scrap his purchase of Twitter Inc <a href=""https://www.reuters.com/companies/TWTR.N"" target=""_blank"">(TWTR.N)</a> may leave the world's wealthiest person in a stronger financial position than before he unveiled the $44 billion deal, wit…",https://www.reuters.com/business/autos-transportation/musks-tesla-stock-sale-windfall-dwarfs-twitter-loss-2022-07-11/,https://www.reuters.com/resizer/Rsc1EunRZ_VvI6d00bc-f4_ejNc=/1200x628/smart/filters:quality(80)/cloudfront-us-east-2.images.arcpublishing.com/reuters/4SSJGJPZDZLNTF63CCKCTO2ZOI.jpg,2022-07-11T18:51:00Z,July 11 (Reuters) - Elon Musk's attempt to scrap his purchase of Twitter Inc (TWTR.N) may leave the world's wealthiest person in a stronger financial position than before he unveiled the $44 billion … [+2929 chars]
37,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Hyundai debuts new EV sedan to take on Tesla - Reuters.com,"07/14 - Hyundai on Thursday (July 14) launched its first electric sedan, Ioniq 6, which the South Korean automaker is betting will help it grab a bigger share of the electric vehicle (EV) market dominated by Tesla.",https://www.reuters.com/video/watch/idRCV00B9EU,https://static.reuters.com/resources/r/?d=20220714&i=RCV00B9EU&r=RCV00B9EU&t=2,2022-07-14T15:52:34Z,"Posted 
07/14 - Hyundai on Thursday (July 14) launched its first electric sedan, Ioniq 6, which the South Korean automaker is betting will help it grab a bigger share of the electric vehicle (EV) ma… [+23 chars]"
38,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Wall St sours on Tesla after deliveries fall - Reuters.com,"7/5 Tesla Inc faces a series of hurdles ranging from production snags to rising inflation that may hit profits, Wall Street analysts said on Tuesday, as the electric-car maker reported a fall in deliveries. This report produced by Chris Dignam.",https://www.reuters.com/video/watch/ids5ce?now=true,https://ajo.prod.reuters.tv/api/v2/img/62c466fbe4b09631b0e4a3f3-1657038587363?location=LANDSCAPE,2022-07-05T17:56:35Z,"Posted 
7/5 Tesla Inc faces a series of hurdles ranging from production snags to rising inflation that may hit profits, Wall Street analysts said on Tuesday, as the electric-car maker reported a fal… [+53 chars]"
39,"{'id': 'reuters', 'name': 'Reuters'}",Reuters Editorial,Wall St sours on Tesla after deliveries fall - Reuters.com,"Tesla Inc faces a series of hurdles ranging from production snags to rising inflation that may hit profits, Wall Street analysts said on Tuesday, as the electric-car maker reported a fall in deliveries. This report produced by Chris Dignam.",https://www.reuters.com/video/watch/idOV974705072022RP1,https://static.reuters.com/resources/r/?d=20220705&i=OV974705072022RP1&r=OV974705072022RP1&t=2,2022-07-05T21:47:39Z,"Posted 
Tesla Inc faces a series of hurdles ranging from production snags to rising inflation that may hit profits, Wall Street analysts said on Tuesday, as the electric-car maker reported a fall in… [+49 chars]"
